发布日期,加热渠道,一级分类,二级分类,标签,标题,投前互动量,投后互动量,投放后点赞,投放后收藏,投放后评论,投放后分享,总互动量,总投放金额,综合CPE,链接,笔记ID,备注
2025-07-01,口碑通,产品力,海外打车,便捷好用,韩国打车也可以用滴滴啦🚗,0,209,,,,,209,600,2.87,https://www.xiaohongshu.com/explore/685e920b000000001d00f7c1?xsec_token=ABb6Aoatqh4NK6kniTlslAx8-b2RlUFPpj52JvisfPkMs=&xsec_source=pc_search&source=web_search_result_notes,685e920b000000001d00f7c1,
2025-07-01,口碑通,司机,女司机,暖心司机,有的女司机,1,269,,,,,270,600,2.22,https://www.xiaohongshu.com/explore/6863b18300000000220324de?xsec_token=ABf0QZNO7rdTXdz5pf2zQbfssghw2pFbWN5t8MkxLOyEU=,6863b18300000000220324de,
2025-07-02,口碑通,产品力,海外打车,便捷好用,日本｜打车小技巧,7,276,,,,,283,400,1.41,https://www.xiaohongshu.com/explore/6864e460000000000d01b481?xsec_token=ABRuZyUef9HoFZvUanUQrq_fo2W6Ioqn2t24sMKwq_x3g=,6864e460000000000d01b481,
2025-07-02,口碑通,产品力,专车,车内整洁,皮卡丘专车,3,142,,,,,145,400,2.76,https://www.xiaohongshu.com/explore/68640a25000000000b02e286?xsec_token=ABRuZyUef9HoFZvUanUQrq_VB7kVvgiLunP6XV6-Vh8FA=,68640a25000000000b02e286,
2025-07-02,口碑通,场景,医院,暖心司机,打车遇到女司机降下车窗，让我拍日落…谁懂啊,40,300,,,,,340,400,1.18,https://www.xiaohongshu.com/explore/68635aa7000000002400c544?xsec_token=ABickEP1wRA9q7Pb3cNND7VoLEWCujElG8ts6M4l0_3YE=&xsec_source=pc_like,68635aa7000000002400c544,
2025-07-02,口碑通,场景,医院,暖心司机,谁懂！医院候车区居然藏着“小宝箱”！😭,2,72,,,,,74,400,5.41,https://www.xiaohongshu.com/explore/685e6d16000000000d01afc5?xsec_token=ABA5G606t6l_ziVKVT5HOoR39f3FrODKkscQBpx0Rbm_A=&xsec_source=pc_like,685e6d16000000000d01afc5,
2025-07-02,口碑通,场景,医院,便捷好用,连云港中医院，这波有点领先！,27,96,,,,,123,400,3.25,https://www.xiaohongshu.com/explore/68635978000000002203db20?xsec_token=ABickEP1wRA9q7Pb3cNND7VmlTPEsFnrdLmrI-IDCxIzE=&xsec_source=pc_like,68635978000000002203db20,
2025-07-03,口碑通,司机,,,是我要求太低了吗,0,61,,,,,61,200,3.28,https://www.xiaohongshu.com/explore/686733d3000000000d0199f9?app_platform=ios&app_version=8.48&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBqwSRrStDazzmGoMCkViw-kO6u2qDfYNbVAJeCm3yMqs=&author_share=1&xhsshare=CopyLink&shareRedId=Nz5IQjhKRk88SDtDP0E3SEs4Tz9HR0c6&apptime=1751597450&share_id=85d181646e0443f5aa5d8eb80c4540d4,686733d3000000000d0199f9,
2025-07-03,口碑通,产品力,无障碍出行,宠物友好,感谢平台和滴滴司机,35,4815,,,,,4850,3200,0.66,https://www.xiaohongshu.com/explore/686647b1000000001d00f096?xsec_token=ABxWAy4RW4Buh_TNDv9jZEuxaE44TtUTKeZ2bVVxAG5Lk=&xsec_source=pc_search&source=web_search_result_notes,686647b1000000001d00f096,千赞
2025-07-07,口碑通,产品力,可选女司机,安全可靠,女生打车安全（滴滴呼叫女司机篇）,6,4523,,,,,4529,3600,0.79,https://www.xiaohongshu.com/explore/686b3084000000002201e7f4?xsec_token=ABoDuK3MVeTn3PdXWNiVkP0ReSO6MMXilUPrh8Fe1XS98=,686b3084000000002201e7f4,千赞
2025-07-07,口碑通,产品力,宠物出行,宠物友好,滴滴宠物友好专车,29,361,,,,,390,400,1.03,https://www.xiaohongshu.com/explore/686b52ec0000000013013da2?xsec_token=ABoDuK3MVeTn3PdXWNiVkP0cc5srOIn2mjuQqBvSfyKRI=,686b52ec0000000013013da2,
2025-07-07,口碑通,产品力,宠物出行,宠物友好,广州体验宠物专车，结果是？,6,68,,,,,74,200,2.7,https://www.xiaohongshu.com/explore/686aa207000000001c036e8a?xsec_token=ABpbZI198LkeBO5jcOyzuMuqN1KxozIMYDVKNVvK_XzmM=,686aa207000000001c036e8a,
2025-07-08,口碑通,产品力,站点巴士,安全可靠,给滴滴巴士点个赞,5,119,,,,,124,200,1.61,https://www.xiaohongshu.com/explore/686d3937000000000d018d68?xsec_token=ABg5rrcX2AxvKwLyOrz-tkEjiVoDLj-kPzY3ONroFxO2Q=,686d3937000000000d018d68,
2025-07-08,口碑通,产品力,宠物出行,宠物友好,狗狗能坐滴滴啦🐶,0,2246,,,,,2246,2000,0.89,https://www.xiaohongshu.com/explore/686d1a82000000001c031ecf?xsec_token=ABg5rrcX2AxvKwLyOrz-tkEqrZGNzrM4gMqcL7GLRnnpE=,686d1a82000000001c031ecf,千赞
2025-07-09,口碑通,产品力,可选女司机,,滴滴有专选女司机功能了！,6,894,,,,,900,600,0.67,https://www.xiaohongshu.com/explore/686e644c000000000b01eb84?xsec_token=AB-dQ0wYIckhj_aurUrxH1uQ-AL9ODaatq0git33aR6Hg=,686e644c000000000b01eb84,仅粉丝可见
2025-07-10,口碑通,车内,车内整洁,车内整洁,直男坐了女司机开的滴滴后疯狂夸赞,2,367,,,,,369,200,0.54,https://www.xiaohongshu.com/explore/686f305d0000000017036050?xsec_token=ABlCmcS22J4sQM3GuR-jOtD9TkYgy1AHJ9zjGmlyfyjls=,686f305d0000000017036050,
2025-07-14,口碑通,司机,失物返还,暖心司机,感谢这位滴滴出行的司机师傅！,4,3914,,,,,3918,2800,0.71,https://www.xiaohongshu.com/explore/687460a60000000012015755?xsec_token=ABUDqvX3uTH_1MgoLRlENhO2_PeeZcEaRv0Gz_qAK1yeI=,687460a60000000012015755,千赞
2025-07-15,口碑通,产品力,专车,暖心司机,滴滴 打到快乐了٩(๑^o^๑)۶,201,84,,,,,285,200,0.7,https://www.xiaohongshu.com/explore/687618950000000010024a3c?xsec_token=ABpYr9pfMPW7DyCs-jK4fP3icPxQ8u2st5CL8MRfMGWwg=,687618950000000010024a3c,
2025-07-17,口碑通,司机,女司机,车内整洁,滴滴给我配对到了女司机,7,113,,,,,120,200,1.67,https://www.xiaohongshu.com/explore/6877d3f5000000001203fd71?xsec_token=ABkU-SFZHS4GNq4cP07PdTmqJx8kq17qTSYv0MEDNmD80=,6877d3f5000000001203fd71,
2025-07-17,口碑通,产品力,海外打车,便捷好用,G-DRAGON 2025吉隆坡世巡超全攻略,251,246,,,,,497,500,1.01,https://www.xiaohongshu.com/explore/6874d70a000000002203281d?app_platform=ios&app_version=8.87&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB3yEel3WeisL5tnRQmOmUk82L00UdPrL0HCLHv_TJSKE=&author_share=1&xhsshare=WeixinSession&shareRedId=N0c7MTs1NztLP0ZFO0o2Szk4T0hJSzg7&apptime=1752495957&share_id=499ddb85290c4cce86cb2976403378a7,6874d70a000000002203281d,
2025-07-17,口碑通,产品力,海外打车,,在小韩错过末班地铁的后果,549,1592,,,,,2141,1000,0.47,https://www.xiaohongshu.com/explore/6873d8f1000000002201fc72?app_platform=ios&app_version=8.87&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBj7Lk3Lp7rIvbwiGtZhQ_M0qcg956228nVTy98tjaZhA=&author_share=1&xhsshare=WeixinSession&shareRedId=N0c7MTs1NztLP0ZFO0o2Szk4T0hJSzg7&apptime=1752460242&share_id=d322af12b599448e96eaf91b95bf5747,6873d8f1000000002201fc72,千赞
2025-07-17,口碑通,车内,司机自发装置,车内整洁,车里看到的风景,3,163,,,,,166,200,1.2,https://www.xiaohongshu.com/explore/68790c8d0000000010027db3?xsec_token=ABoloIeYLGjZ9AR2MGP9784wLGxlkRVNm4pH-ccm9xqw8=,68790c8d0000000010027db3,
2025-07-17,口碑通,产品力,六座专车,便捷好用,檀健次代言的滴滴带着30+的我去追檀健次,740,78,,,,,818,200,0.24,https://www.xiaohongshu.com/explore/6878d90a000000001502308e?xsec_token=ABOgnZrSFcSRetmKyIR1Vwmmv7u9yHNmghYT1P13jJddM=,6878d90a000000001502308e,
2025-07-17,口碑通,产品力,六座专车,暖心司机,9年，30城，滴滴成了我的“时光见证者”🚗✨,730,94,,,,,824,200,0.24,https://www.xiaohongshu.com/explore/68765a660000000017034156?app_platform=ios&app_version=8.92&share_from_user_hidden=true&xsec_source=app_share&type=video&xsec_token=CBbPvnmfwe_XJu52yua1HUAJfKP5Y9HZ2Y2YpRKRXt6Mo=&author_share=1&xhsshare=CopyLink&shareRedId=Nz5IQjhKRk88SDtDP0E3SEs4Tz9HR0c6&apptime=1752821920&share_id=7fa181e7573d4d35b8927451b095689e,68765a660000000017034156,
2025-07-22,口碑通,产品力,海外打车,安全可靠,SBS歌谣大战高阳KINTEX1场馆攻略,227,100,,,,,327,500,1.53,https://www.xiaohongshu.com/explore/687de372000000000d024405?app_platform=ios&app_version=8.87&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBqmImgdaoF7HjzwpiZovvBwkTk7IIDBnPh5oA8RLCYsU=&author_share=1&xhsshare=WeixinSession&shareRedId=N0c7MTs1NztLP0ZFO0o2Szk4T0hJSzg7&apptime=1753095245&share_id=c590ddeedcf5409db8f7874bc174a14b,687de372000000000d024405,
2025-07-22,口碑通,产品力,海外打车,便捷好用,"🙋🏻‍♀️请问
韩国旅游全程用wx/zfb可以吗",317,1289,,,,,1606,1000,0.62,https://www.xiaohongshu.com/explore/68789a32000000002400b74a?app_platform=ios&app_version=8.87&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBM7esTPESq43mO4xi2fboc5CTK1uTQtKT4YXjquWe_0I=&author_share=1&xhsshare=WeixinSession&shareRedId=N0c7MTs1NztLP0ZFO0o2Szk4T0hJSzg7&apptime=1752751561&share_id=886d3c8f9249459aa46d7791ce9d6a26,68789a32000000002400b74a,
2025-07-22,口碑通,产品力,可选女司机,安全可靠,滴滴打车呼叫女司机服务真的对女性很友好,4,175,,,,,179,200,1.12,https://www.xiaohongshu.com/explore/687f49a70000000013010f19?xsec_token=ABi00o0hY_Kd8eUQMqmhHNofln8eo9qcj6CAisfiNBnms=,687f49a70000000013010f19,
2025-07-22,口碑通,产品力,可选女司机,车内整洁,我爱滴滴打车的女司机服务！！,6,99,,,,,105,200,1.9,https://www.xiaohongshu.com/explore/687f986b00000000110024ed?xsec_token=ABi00o0hY_Kd8eUQMqmhHNoQqf8-hq1u04SMoogunSzuU=,687f986b00000000110024ed,
2025-07-22,口碑通,产品力,宠物出行,宠物友好,福噜日常丨小狗通勤坐到真正的宠物友好车啦,0,78,,,,,78,200,2.56,https://www.xiaohongshu.com/explore/687f0c22000000002001a1d0?xsec_token=ABi00o0hY_Kd8eUQMqmhHNoeTQ2tbRVL9Eba-YBO0ZlqA=,687f0c22000000002001a1d0,
2025-07-22,口碑通,产品力,宠物出行,宠物友好,携宠专车来接傻弟弟放学,3,105,,,,,108,200,1.85,https://www.xiaohongshu.com/explore/687f70910000000011002487?xsec_token=ABi00o0hY_Kd8eUQMqmhHNoQUbYzRz1SNetweMbjdGjUY=,687f70910000000011002487,
2025-07-22,口碑通,产品力,海外打车,安全可靠,权志龙 G-DRAGON 雅加达演唱会超全攻略！,153,108,,,,,261,200,0.77,https://www.xiaohongshu.com/explore/687f61640000000022032656?app_platform=ios&app_version=8.87&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB30j7nEQ0UrQ3-NR95tRENRi-ZTE3ykZgy6OzPd5ON5I=&author_share=1&xhsshare=WeixinSession&shareRedId=N0c7MTs1NztLP0ZFO0o2Szk4T0hJSzg7&apptime=1753179108&share_id=da0e0402df2048d48009df8f9823c9be,687f61640000000022032656,
2025-07-22,口碑通,产品力,海外打车,便捷好用,G-DRAGON 2025巡演雅加达站｜最全官方指南,242,106,,,,,348,200,0.57,https://www.xiaohongshu.com/explore/687f3601000000000d024ac0?app_platform=ios&app_version=8.87&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB30j7nEQ0UrQ3-NR95tRENUwe7xhS3t0Av_Vv7aVYixs=&author_share=1&xhsshare=WeixinSession&shareRedId=N0c7MTs1NztLP0ZFO0o2Szk4T0hJSzg7&apptime=1753179121&share_id=bbf2dbc3455b4c9099053dd69a232187,687f3601000000000d024ac0,
2025-07-22,口碑通,产品力,海外打车,,ENHYPEN日本巡演大阪场馆攻略,347,129,,,,,476,1000,2.1,https://www.xiaohongshu.com/explore/687f61d20000000024009038?app_platform=ios&app_version=8.87&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB30j7nEQ0UrQ3-NR95tRENcx9SsJ-KQnuaOsk5ttncNw=&author_share=1&xhsshare=WeixinSession&shareRedId=N0c7MTs1NztLP0ZFO0o2Szk4T0hJSzg7&apptime=1753179135&share_id=39cc0be916ad46ca81a796c79b966e07,687f61d20000000024009038,
2025-07-22,口碑通,产品力,海外打车,,BLACKPINK 2025 曼谷演唱会攻略！,126,194,,,,,320,200,0.63,https://www.xiaohongshu.com/explore/687f513a00000000230058c4?app_platform=ios&app_version=8.87&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB30j7nEQ0UrQ3-NR95tRENV8rxFzMCYV_J3Z4WftGUuI=&author_share=1&xhsshare=WeixinSession&shareRedId=N0c7MTs1NztLP0ZFO0o2Szk4T0hJSzg7&apptime=1753179160&share_id=aca152ea4a41438d917d0e4fcc073430,687f513a00000000230058c4,
2025-07-23,口碑通,产品力,可选女司机,暖心司机,女司机来啦！我也愿意选她,11,124,,,,,135,500,3.7,https://www.xiaohongshu.com/explore/6880d554000000000d02787a?xsec_token=ABIVyHld2IihYPMRS8CvmN5SUZqnhCvBr7q400FHDNxRU=,6880d554000000000d02787a,
2025-07-23,口碑通,产品力,可选女司机,车内整洁,这世界不能没有女司机！！！,2,265,,,,,267,500,1.87,https://www.xiaohongshu.com/explore/688058b4000000001c030087?xsec_token=ABIVyHld2IihYPMRS8CvmN5dCTKu2ywML_Mi_NXdPhF2s=,688058b4000000001c030087,
2025-07-23,口碑通,产品力,海外打车,,小韩看con出行准备之🚗交通攻略,53,8,,,,,61,500,8.2,https://www.xiaohongshu.com/explore/68809b4f00000000110011d7?xsec_token=ABIVyHld2IihYPMRS8CvmN5UgA1sQ5Hc_ZHwkJebr1mnc=,68809b4f00000000110011d7,
2025-07-27,口碑通,产品力,站点巴士,便捷好用,周末去径山有巴士直达啦！,324,235,,,,,559,700,1.25,https://www.xiaohongshu.com/explore/6881cbdc0000000017034960?xsec_token=ABawDpAQ709gQLwgE_fCt65dZYsiq4ssrWVCJ5QiW7SaA=,6881cbdc0000000017034960,
2025-07-27,口碑通,产品力,海外打车,便捷好用,🇵🇭马尼拉打车懒人版攻略,2,32,,,,,34,200,5.88,https://www.xiaohongshu.com/explore/68821cb7000000002201e72c?xsec_token=ABCBoMcb7KixjJmpIAvQyyZhROhBXK0K5bxNT9rZjwuQI=,68821cb7000000002201e72c,
2025-07-27,口碑通,车内,车内整洁,车内整洁,第一次滴滴打到女司机车 好香啊,2,218,,,,,220,200,0.91,https://www.xiaohongshu.com/explore/68861996000000000d024974?xsec_token=ABVhijn4iSqudUqIcArexY7ysLNLw5wbKGG0HmBe1yzF4=,68861996000000000d024974,
2025-07-28,口碑通,司机,司机服务,暖心司机,滴滴打车，这种表扬有用吗？,0,214,,,,,214,200,0.93,https://www.xiaohongshu.com/explore/6886e24700000000120303fb?xsec_token=ABVhijn4iSqudUqIcArexY72lfmdmUQAsf3CjZKR7qv6g=,6886e24700000000120303fb,
2025-07-28,口碑通,司机,驾驶技术,安全可靠,为大连司机师傅点赞👍,5,65,,,,,70,200,2.86,https://www.xiaohongshu.com/explore/6886e498000000001202d2b5?xsec_token=ABVhijn4iSqudUqIcArexY7_t7Z5Bgg2qkCJtK-vR2c6A=,6886e498000000001202d2b5,
2025-08-03,口碑通,产品力,海外打车,便捷好用,2025日本关西机场入境懒人版攻略,164,309,,,,,473,400,0.85,https://www.xiaohongshu.com/explore/6889fce40000000022020f56?app_platform=ios&app_version=8.87&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBp_22HjDupqpjd7xGUweluh8obKZTAbL4Xb1JDIWH1Ik=&author_share=1&xhsshare=WeixinSession&shareRedId=N0c7MTs1NztLP0ZFO0o2Szk4T0hJSzg7&apptime=1753880915&share_id=9202b14b8c23406b9074db047926f2a3,6889fce40000000022020f56,
2025-08-03,口碑通,产品力,海外打车,便捷好用,2025最新！羽田机场丝滑入境攻略,158,208,,,,,366,400,1.09,https://www.xiaohongshu.com/explore/688b4a400000000023018da5?xsec_token=ABDPKuK6z9j3JIdVnO7cPBSonZn2mmhVLmtwGrTxruLoY=&xsec_source=pc_user,688b4a400000000023018da5,
2025-08-03,口碑通,产品力,海外打车,便捷好用,韩国仁川机场，p人闻着味儿就来了,1718,856,,,,,2574,1000,0.39,https://www.xiaohongshu.com/explore/688f08f20000000005004469?app_platform=ios&app_version=8.48&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBPmIeqrVlCGxFGHcbwak0qE-uYPvb_G6yb2Uixi3z85s=&author_share=1&xhsshare=CopyLink&shareRedId=Nz5IQjhKRk88SDtDP0E3SEs4Tz9HR0c6&apptime=1754272387&share_id=f280cda272724fb798da7bf11c67782c,688f08f20000000005004469,千赞
2025-08-03,口碑通,产品力,站点巴士,便捷好用,丽江古城到大理古城最方便+便宜的方式,98,259,,,,,357,400,1.12,https://www.xiaohongshu.com/explore/688f274a0000000025013a24?xsec_token=ABq7v-cdu2l8UVeOgL0F5RiyfcAFll330s-EdpjZ2_dH4=,688f274a0000000025013a24,
2025-08-04,口碑通,产品力,海外打车,便捷好用,全世界都在讲中国话在此刻具象化了,2,4291,,,,,4293,3300,0.77,https://www.xiaohongshu.com/explore/688f08b600000000230199f1?xsec_token=AB3i4_WU8sq-5J_OQvSQUc4Ni1phK6dvQQ_4ZrTyNGvew=&xsec_source=pc_search&source=web_search_result_notes,688f08b600000000230199f1,千赞
2025-08-04,口碑通,产品力,海外打车,便捷好用,真是好努力的滴滴,2,177,,,,,179,300,1.68,https://www.xiaohongshu.com/explore/68906efa000000002302e165?xsec_token=AB2PjrPR86x2huyNHAuHs05uKhpwoakeueIDC0aLBH0hw=&xsec_source=pc_search&source=web_search_result_notes,68906efa000000002302e165,
2025-08-04,口碑通,司机,失物返还,暖心司机,踏上返程，谢谢北京的滴滴司机大姐,5,222,,,,,227,300,1.32,https://www.xiaohongshu.com/explore/68901fd70000000023035ba1?xsec_token=ABmmJn50Z4Tio7tZ-Mk8xydVtGZSfhZn8VHDRqDdA1Pd0=,68901fd70000000023035ba1,
2025-08-05,口碑通,产品力,可选女司机,车内整洁,太好了是滴滴女司机的车 有救了,7,3171,,,,,3178,2300,0.72,https://www.xiaohongshu.com/explore/6891a4b80000000022020df0?xsec_token=ABfSHk9JXiMvKwvF7VN4L1LXak347VgBymXlfyZNJOKWM=,6891a4b80000000022020df0,千赞
2025-08-05,口碑通,产品力,海外打车,,🇰🇷韩国仁川机场丝滑入境全攻略,4,78,,,,,82,300,3.66,https://www.xiaohongshu.com/explore/6891811d0000000003024c2b?xsec_token=ABfSHk9JXiMvKwvF7VN4L1LZNcveMfas6VAC0sZMNCzCk=,6891811d0000000003024c2b,
2025-08-06,口碑通,产品力,站点巴士,便捷好用,成都熊猫谷｜🐼🐼 欢迎探访大熊猫～,23,122,,,,,145,300,2.07,https://www.xiaohongshu.com/explore/689353c200000000230329eb?xsec_token=AB8zZS-E5IRqeYrvi9GO96hziK9fi39oW4YsKBt1r_igs=,689353c200000000230329eb,
2025-08-07,口碑通,司机,司乘互动,暖心司机,清华教授三百块打赏背后｜滴滴司机体面哲学,19,210,,,,,229,300,1.31,https://www.xiaohongshu.com/explore/6894a1c9000000002501859a?xsec_token=ABy-rgx1eIpUFEZCrnBYiggcNnatKx1Zurgzu8If28GvM=,6894a1c9000000002501859a,
2025-08-07,口碑通,产品力,海外打车,便捷好用,滴滴在韩国的广告，也太好笑了。。。,1861,3286,,,,,5147,3000,0.58,https://www.xiaohongshu.com/explore/689555a1000000000303249a?app_platform=ios&app_version=8.94.2&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB8gN4kErsO2YA50-9hJ4KdnbBqc7YIkZReA_abT0jZ9c=&author_share=1&xhsshare=CopyLink&shareRedId=Nzw5QThHO0w-OUpFPEExSD05Sjo6RjdP&apptime=1754640245&share_id=6382d090151340ef9175a18ba5c2a112,689555a1000000000303249a,千赞
2025-08-10,口碑通,产品力,站点巴士,便捷好用,被这趟巴士治愈了🚌🚌🚌滴滴巴士,1,74,,,,,75,300,4,https://www.xiaohongshu.com/explore/689886b200000000230258fd?xsec_token=ABDgECbp_8dYzivEbeFaLQO5UpGb06F-4x_N3PJSSo6Ec=,689886b200000000230258fd,
2025-08-10,口碑通,司机,女司机,车内整洁,暗爽！ 滴滴打到女司机,7,245,,,,,252,300,1.19,https://www.xiaohongshu.com/explore/689827d200000000230231c4?xsec_token=ABDgECbp_8dYzivEbeFaLQO_oJ8d8O3JNmpa4B8tomKX8=,689827d200000000230231c4,
2025-08-10,口碑通,产品力,站点巴士,便捷好用,看到房主任的痛大巴了！,40,901,,,,,941,500,0.53,https://www.xiaohongshu.com/explore/6899ed670000000023020b04?app_platform=ios&app_version=8.48&share_from_user_hidden=true&xsec_source=app_share&type=video&xsec_token=CBQGs79oFUVjcoc2yaLhDpVRPizmR_LUVOSUaKsckBEIw=&author_share=1&xhsshare=CopyLink&shareRedId=Nz5IQjhKRk88SDtDP0E3SEs4Tz9HR0c6&apptime=1754965969&share_id=55b41ffb95b34ea18194f9bad42e8a88,6899ed670000000023020b04,
2025-08-10,口碑通,产品力,站点巴士,便捷好用,挑战全网最全喜单2决赛0811repo,40,666,,,,,706,500,0.71,https://www.xiaohongshu.com/explore/689a02c70000000023032261?app_platform=ios&app_version=8.48&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBSMiIfs5blv8I6aDxpQS6N91BGuKGWTtuKmDdLA-Axqc=&author_share=1&xhsshare=CopyLink&shareRedId=Nz5IQjhKRk88SDtDP0E3SEs4Tz9HR0c6&apptime=1754966013&share_id=f9085189b1e448028441c0ccfa0d3b9a,689a02c70000000023032261,
2025-08-12,口碑通,车内,车辆整洁,车内整洁,女司机就跟天使一样的存在,1,117,,,,,118,300,2.54,https://www.xiaohongshu.com/explore/689aa78f00000000230217cb?xsec_token=AB5M_pyBcOxb7zVFFDeb8LZYeawxSiY_xV_JtPErgnd0I=,689aa78f00000000230217cb,
2025-08-12,口碑通,车内,司机自发装置,车内整洁,这个滴滴师傅怎么这样,1,175,,,,,176,300,1.7,https://www.xiaohongshu.com/explore/689b0393000000001b036e3c?xsec_token=ABhA6-EsvBYAiQxE5cZ3eaHkU9F8RrPAuUT0L1AkGt6LM=,689b0393000000001b036e3c,
2025-08-13,口碑通,产品力,站点巴士,便捷好用,别被坑了！浏阳烟花大巴往返只要48,52,292,,,,,344,500,1.45,https://www.xiaohongshu.com/explore/689bf56d000000001b033ad7?xsec_token=ABhA6-EsvBYAiQxE5cZ3eaHutXIqJjjS4JLfSdP4VgEPQ=,689bf56d000000001b033ad7,
2025-08-17,口碑通,产品力,可选女司机,安全可靠,吹爆滴滴的呼叫女司机功能,23,817,,,,,840,500,0.6,https://www.xiaohongshu.com/explore/689e03ea000000001b02259c?xsec_token=ABe_yC975BzfJX6_ll_edRCPiY_rTLYqkttpqrOpkPOXo=,689e03ea000000001b02259c,
2025-08-17,口碑通,司机,女司机,车内整洁,感觉坐滴滴,6,411,,,,,417,500,1.2,https://www.xiaohongshu.com/explore/68a17e8c000000001c0370cd?xsec_token=AB2iOranK8au_rk6wkS4IEpEQeqJw8Z9k1j5YJ_qGS0Xk=,68a17e8c000000001c0370cd,
2025-08-17,口碑通,产品力,可选女司机,车内整洁,滴滴打香香车的方法,1,139,,,,,140,500,3.57,https://www.xiaohongshu.com/explore/68a1e8f2000000001c0317f9?xsec_token=AB2iOranK8au_rk6wkS4IEpMfqub7YcfEU9597DOhBdeM=,68a1e8f2000000001c0317f9,
2025-08-21,口碑通,产品力,站点巴士,便捷好用,广州去清远才13.9r,99,2479,,,,,2578,1500,0.58,https://www.xiaohongshu.com/explore/68a73796000000001c004ded?xsec_token=ABx0Z-i0VUTP-IcKdd5j9JwwGdOPI3Dsis6XjI8_XV5X4=,68a73796000000001c004ded,千赞
2025-08-21,口碑通,产品力,站点巴士,便捷好用,滴滴站点巴士 丽江——大理,19,144,,,,,163,500,3.07,https://www.xiaohongshu.com/explore/68a6ed78000000001d003971?xsec_token=ABWNqrQ_ysOZNnpnR5xF_-5RMnDlCYN__LOp_dUm3F4e0=,68a6ed78000000001d003971,
2025-08-24,口碑通,司机,女司机,,当你滴滴打到女司机……,12,436,,,,,448,500,1.12,https://www.xiaohongshu.com/explore/68aadd50000000001d00a5be?xsec_token=ABnlf-eUaZQKXlqDtVUYrY4NXviHcw1jIUs3IiSJBtp_A=,68aadd50000000001d00a5be,
2025-08-24,口碑通,产品力,宠物出行,,滴滴宠物出行檀健次来守护,8,200,,,,,208,500,2.4,https://www.xiaohongshu.com/explore/68aae870000000001d00a7ac?xsec_token=ABnlf-eUaZQKXlqDtVUYrY4GLFrZ3pBflo-6YRAT5yElk=,68aae870000000001d00a7ac,
2025-08-27,口碑通,产品力,宠物出行,,滴滴宠物出行专车太方便啦,1,128,,,,,129,500,3.88,https://www.xiaohongshu.com/explore/68ae8744000000001d00bd11?xsec_token=ABSIz06xwUWW50vQUO4EI-7O02_Aun3FlOC7pBB99wA6I=,68ae8744000000001d00bd11,
2025-08-28,口碑通,产品力,站点巴士,,从桂林市区去阳朔，强推这个滴滴站点巴士,40,297,,,,,337,500,1.48,https://www.xiaohongshu.com/explore/68afdc47000000001c035a37?xsec_token=ABjTQkdWlZlKnVXQAZCE0fTntY3oGUPd0bMm26VveMUT0=,68afdc47000000001c035a37,
2025-08-28,口碑通,产品力,六座专车,,滴滴6座专车大屏打卡,2,93,,,,,95,500,5.26,https://www.xiaohongshu.com/explore/68b06dfc000000001b03fd18?xsec_token=ABRpcIBf0hDAYuS2pP0TZ0E212klLXQzXlYoAgvl-JJaY=,68b06dfc000000001b03fd18,
2025-08-31,口碑通,车内,车内整洁,,发现用滴滴打到的车香香的,5,71,,,,,76,200,2.63,https://www.xiaohongshu.com/explore/68b4369f000000001b01ec58?xsec_token=AB0EQXCnXNLd_6dHnQ774ohCPNzwVukmgn7IUl4H19QLc=,68b4369f000000001b01ec58,
2025-08-31,口碑通,产品力,可选女司机,,🚕滴滴出行可以选择女司机啦,2,129,,,,,131,200,1.53,https://www.xiaohongshu.com/explore/68b44e0e000000001c0139a0?xsec_token=AB0EQXCnXNLd_6dHnQ774ohJjLWDBGEh17zmGyVgQPrmU=,68b44e0e000000001c0139a0,
2025-09-01,口碑通,产品力,站点巴士,,仅需14.9 成都到雅安站点巴士开通,553,168,,,,,721,500,0.69,https://www.xiaohongshu.com/explore/68b504a4000000001d02182e?xsec_token=AB3dAzTyS1P2-usMLhmBzIIEPaTL2Pnw0atCxTcRXR2-w=,68b504a4000000001d02182e,
2025-09-04,口碑通,产品力,站点巴士,,滴滴巴士温暖瞬间,7,107,,,,,114,500,4.39,https://www.xiaohongshu.com/explore/68b93762000000001c005a81?xsec_token=ABy1sSk3PkjO7IBSb00q9osSHrYXOdWhOPd-rdOZb9Ta0=,68b93762000000001c005a81,
